"Alter_ID","label","Degree","Strength","Gender","Culture","House","Titles","Is_Noble","Active","Survival","Ego_ID"
"DAARIO","Daario Naharis",7,96,"Male","Essos","None","None",0,0,1,"DAENERYS"
"GREY_WORM","Grey Worm",6,39,"Male","None","Great_Houses","None",0,0,1,"DAENERYS"
"KRAZNYS_MO_NAKLOZ","Kraznys mo Nakloz",5,84,"Male","Essos","None","None",0,0,0,"DAENERYS"
"MERO","Mero",6,60,"Male","Essos","None","None",0,0,0,"DAENERYS"
"MISSANDEI","Missandei",10,164,"Female","Essos","Great_Houses","None",0,0,1,"DAENERYS"
"PRENDAHL","Prendahl na Ghezn",5,33,"Male","Essos","None","None",0,0,0,"DAENERYS"
"RADZAI_MO_ERAZ","Radzai Mo Eraz",3,24,"Male","Essos","None","Nobility",1,0,1,"DAENERYS"
"BOWEN_MARSH","Bowen Marsh",2,4,"Male","None","None","Official",0,0,1,"DAREON"
"GRENN","Grenn",12,220,"Male","Westeros_South","None","None",0,0,1,"DAREON"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"DAREON"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"DAREON"
"LUKE","Luke",2,4,"Male","None","None","None",0,0,1,"DAREON"
"MAESTER_AEMON","Aemon Targaryen",10,84,"Male","Essos","None","Religion_Academic",0,0,0,"DAREON"
"PYP","Pypar",16,183,"Male","None","None","None",0,0,1,"DAREON"
"RAST","Rast",12,110,"Male","None","None","None",0,0,0,"DAREON"
"SAM","Samwell Tarly",22,611,"Male","Westeros_South","Minor_Houses","None",0,2,1,"DAREON"
"HOBB","Hobb",1,2,"Male","None","None","None",0,0,1,"DAREON"
"DAENERYS","Daenerys Targaryen",34,1212,"Female","None","Great_Houses","Royalty",1,0,1,"DOREAH"
"DROGO","Drogo",13,205,"Male","Essos","None","Royalty",1,0,0,"DOREAH"
"IROGENIA","Irogenia",1,2,"Female","Essos","None","None",0,0,1,"DOREAH"
"IRRI","Irri",9,92,"Female","Essos","Great_Houses","None",0,0,1,"DOREAH"
"JHIQUI","Jhiqui",3,7,"Female","Essos","Great_Houses","None",0,0,1,"DOREAH"
"JORAH","Jorah Mormont",30,665,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,1,"DOREAH"
"VISERYS","Viserys Targaryen",9,206,"Male","Essos","Great_Houses","Royalty",1,0,0,"DOREAH"
"XARO","Xaro Xhoan Daxos",9,152,"Male","Essos","None","None",0,0,1,"DOREAH"
"COHOLLO","Cohollo",1,3,"Male","Essos","None","Military_Knight",0,0,0,"DROGO"
"DAENERYS","Daenerys Targaryen",34,1212,"Female","None","Great_Houses","Royalty",1,0,1,"DROGO"
"DOREAH","Doreah",10,129,"Female","Essos","Great_Houses","None",0,0,0,"DROGO"
"ILLYRIO","Illyrio Mopatis",6,54,"Male","Essos","Great_Houses","Official",0,0,1,"DROGO"
"IRRI","Irri",9,92,"Female","Essos","Great_Houses","None",0,0,1,"DROGO"
"JORAH","Jorah Mormont",30,665,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,1,"DROGO"
"MAGO","Mago",2,18,"Male","Essos","None","Royalty",1,0,1,"DROGO"
"MIRRI_MAZ_DUUR","Mirri Maz Duur",5,81,"Female","Essos","None","Religion_Academic",0,0,0,"DROGO"
"QOTHO","Qotho",5,57,"Male","Essos","None","Royalty",1,0,0,"DROGO"
"RAKHARO","Rakharo",8,88,"Male","Essos","Great_Houses","Military_Knight",0,0,1,"DROGO"
"RHAEGO","Rhaego",4,31,"Male","None","Great_Houses","None",0,0,0,"DROGO"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"DROGO"
"VISERYS","Viserys Targaryen",9,206,"Male","Essos","Great_Houses","Royalty",1,0,0,"DROGO"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"GENDRY"
"BERIC","Beric Dondarrion",9,121,"Male","None","Minor_Houses","Nobility",1,0,0,"GENDRY"
"HOT_PIE","Hot Pie",11,145,"Male","None","None","None",0,0,1,"GENDRY"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"GENDRY"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"GENDRY"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"GENDRY"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"GENDRY"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"GENDRY"
"TOBHO_MOTT","Tobho Mott",2,15,"Male","Essos","None","None",0,0,1,"GENDRY"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"GENDRY"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"GENDRY"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"GENDRY"
"DAVOS","Davos Seaworth",20,517,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"GENDRY"
"JAQEN","Jaqen H'ghar",8,142,"Male","None","None","None",0,0,1,"GENDRY"
"LOMMY","Lommy",4,26,"Male","None","None","None",0,0,0,"GENDRY"
"MELISANDRE","Melisandre",15,287,"Female","Essos","None","None",0,1,1,"GENDRY"
"RORGE","Rorge",5,39,"Male","None","None","None",0,0,0,"GENDRY"
"TICKLER","The Tickler",3,13,"Female","None","Minor_Houses","None",0,0,0,"GENDRY"
"ANGUY","Anguy",7,93,"Male","None","None","None",0,0,1,"GENDRY"
"THOROS","Thoros of Myr",10,175,"Male","Essos","None","None",0,0,1,"GENDRY"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"GREATJON_UMBER"
"GALBART_GLOVER","Galbart Glover",3,6,"Male","North_and_Wildlings","Minor_Houses","Official",0,0,1,"GREATJON_UMBER"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"GREATJON_UMBER"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"GREATJON_UMBER"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"GREATJON_UMBER"
"RICKARD_KARSTARK","Rickard Karstark",16,123,"Male","North_and_Wildlings","Great_Houses","Nobility",1,0,0,"GREATJON_UMBER"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"GREATJON_UMBER"
"RODRIK","Rodrik Cassel",16,158,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"GREATJON_UMBER"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"GREATJON_UMBER"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"GREATJON_UMBER"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"GREATJON_UMBER"
"WALDER","Walder Frey",19,183,"Male","None","Minor_Houses","None",0,0,1,"GREATJON_UMBER"
"ALLISER_THORNE","Alliser Thorne",8,73,"Male","None","Minor_Houses","Military_Knight",0,0,1,"GRENN"
"DAREON","Dareon",11,34,"Male","None","None","None",0,0,0,"GRENN"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"GRENN"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"GRENN"
"PYP","Pypar",16,183,"Male","None","None","None",0,0,1,"GRENN"
"RAST","Rast",12,110,"Male","None","None","None",0,0,0,"GRENN"
"SAM","Samwell Tarly",22,611,"Male","Westeros_South","Minor_Houses","None",0,2,1,"GRENN"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"GRENN"
"CRASTER","Craster",10,114,"Male","North_and_Wildlings","None","None",0,0,0,"GRENN"
"EDDISON_TOLLETT","Eddison Tollett",8,119,"Male","Westeros_South","None","Military_Knight",0,0,1,"GRENN"
"GILLY","Gilly",13,183,"Female","North_and_Wildlings","None","None",0,0,1,"GRENN"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"HODOR"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"HODOR"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"HODOR"
"OSHA","Osha",15,401,"Female","North_and_Wildlings","Great_Houses","None",0,0,1,"HODOR"
"RICKON","Rickon Stark",18,195,"Male","North_and_Wildlings","Great_Houses","Royalty",1,0,1,"HODOR"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"HODOR"
"SAM","Samwell Tarly",22,611,"Male","Westeros_South","Minor_Houses","None",0,2,1,"HODOR"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"HODOR"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"HODOR"
"DAGMER","Dagmer",10,82,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"HODOR"
"GILLY","Gilly",13,183,"Female","North_and_Wildlings","None","None",0,0,1,"HODOR"
"YGRITTE","Ygritte",14,414,"Female","North_and_Wildlings","None","None",0,0,0,"HODOR"
"JOJEN","Jojen Reed",14,186,"Male","North_and_Wildlings","Minor_Houses","None",0,0,1,"HODOR"
"MEERA","Meera Reed",12,141,"Female","North_and_Wildlings","Minor_Houses","None",0,0,1,"HODOR"
"ORELL","Orell",11,132,"Male","North_and_Wildlings","None","None",0,0,0,"HODOR"
"TORMUND","Tormund",12,130,"Male","North_and_Wildlings","None","None",0,0,1,"HODOR"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"HOT_PIE"
"GENDRY","Gendry",20,377,"Male","None","None","Military_Knight",0,0,1,"HOT_PIE"
"LOMMY_GREENHANDS","Lommy",2,14,"Male","None","None","None",0,0,0,"HOT_PIE"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"HOT_PIE"
"AMORY","Amory Lorch",6,46,"Male","None","Great_Houses","Military_Knight",0,0,0,"HOT_PIE"
"JAQEN","Jaqen H'ghar",8,142,"Male","None","None","None",0,0,1,"HOT_PIE"
"LOMMY","Lommy",4,26,"Male","None","None","None",0,0,0,"HOT_PIE"
"POLLIVER","Polliver",6,23,"Male","None","Minor_Houses","Official",0,0,0,"HOT_PIE"
"TICKLER","The Tickler",3,13,"Female","None","Minor_Houses","None",0,0,0,"HOT_PIE"
"ANGUY","Anguy",7,93,"Male","None","None","None",0,0,1,"HOT_PIE"
"THOROS","Thoros of Myr",10,175,"Male","Essos","None","None",0,0,1,"HOT_PIE"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"HOUND"
"BAELOR","Baelor I",9,30,"Male","None","None","Royalty",1,0,0,"HOUND"
"BERIC","Beric Dondarrion",9,121,"Male","None","Minor_Houses","Nobility",1,0,0,"HOUND"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"HOUND"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"HOUND"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"HOUND"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"HOUND"
"GENDRY","Gendry",20,377,"Male","None","None","Military_Knight",0,0,1,"HOUND"
"ILYN_PAYNE","Ilyn Payne",13,60,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"HOUND"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"HOUND"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"HOUND"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"HOUND"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"HOUND"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"HOUND"
"MERYN_TRANT","Meryn Trant",16,161,"Male","None","Minor_Houses","Military_Knight",0,0,1,"HOUND"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"HOUND"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"HOUND"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"HOUND"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"HOUND"
"ROOSE_BOLTON","Roose Bolton",19,203,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"HOUND"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"HOUND"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"HOUND"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"HOUND"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"HOUND"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"HOUND"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"HOUND"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"HOUND"
"ANGUY","Anguy",7,93,"Male","None","None","None",0,0,1,"HOUND"
"EDMURE","Edmure Tully",15,140,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"HOUND"
"THOROS","Thoros of Myr",10,175,"Male","Essos","None","None",0,0,1,"HOUND"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"ILYN_PAYNE"
"BAELOR","Baelor I",9,30,"Male","None","None","Royalty",1,0,0,"ILYN_PAYNE"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"ILYN_PAYNE"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"ILYN_PAYNE"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"ILYN_PAYNE"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"ILYN_PAYNE"
"MERYN_TRANT","Meryn Trant",16,161,"Male","None","Minor_Houses","Military_Knight",0,0,1,"ILYN_PAYNE"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"ILYN_PAYNE"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"ILYN_PAYNE"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"ILYN_PAYNE"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"ILYN_PAYNE"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"ILYN_PAYNE"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"ILYN_PAYNE"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"JAIME"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"JAIME"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"JAIME"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"JAIME"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"JAIME"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"JAIME"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"JAIME"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"JAIME"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"JAIME"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"JAIME"
"JON_ARRYN","Jon Arryn",11,55,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"JAIME"
"JORY_CASSEL","Jory Cassel",8,100,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"JAIME"
"KEVAN","Kevan Lannister",9,53,"Male","None","Great_Houses","Military_Knight",0,1,0,"JAIME"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"JAIME"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"JAIME"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"JAIME"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"JAIME"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"JAIME"
"RICKARD_KARSTARK","Rickard Karstark",16,123,"Male","North_and_Wildlings","Great_Houses","Nobility",1,0,0,"JAIME"
"RICKARD_STARK","Rickard Stark",4,12,"Male","North_and_Wildlings","None","Royalty",1,0,1,"JAIME"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"JAIME"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"JAIME"
"ROOSE_BOLTON","Roose Bolton",19,203,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"JAIME"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"JAIME"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"JAIME"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"JAIME"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"JAIME"
"TYSHA","Tysha",2,4,"Female","None","None","None",0,0,1,"JAIME"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"JAIME"
"BRIENNE","Brienne of Tarth",16,333,"Female","None","Great_Houses","None",0,1,1,"JAIME"
"JACKS","Jacks",3,17,"Male","None","Great_Houses","None",0,0,1,"JAIME"
"MATTHOS","Matthos Seaworth",9,109,"Male","None","Minor_Houses","None",0,0,0,"JAIME"
"TORRHEN","Torrhen Karstark",5,16,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"JAIME"
"QYBURN","Qyburn",7,68,"Male","None","Great_Houses","Official",0,0,1,"JAIME"
"SELWYN","Selwyn Tarth",3,8,"Male","None","Minor_Houses","Nobility",1,0,1,"JAIME"
"STEELSHANKS_WALTON","Walton",4,21,"Male","None","Minor_Houses","None",0,0,1,"JAIME"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"JANOS"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"JANOS"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"JANOS"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"JANOS"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"JANOS"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"JANOS"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"JANOS"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"JANOS"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"JANOS"
"BARRA","Barra",2,6,"Female","None","Great_Houses","None",0,0,0,"JANOS"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"JANOS"
"ALLISER_THORNE","Alliser Thorne",8,73,"Male","None","Minor_Houses","Military_Knight",0,0,1,"JEOR"
"BENJEN","Benjen Stark",10,84,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,0,1,"JEOR"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"JEOR"
"DAREON","Dareon",11,34,"Male","None","None","None",0,0,0,"JEOR"
"GRENN","Grenn",12,220,"Male","Westeros_South","None","None",0,0,1,"JEOR"
"JAREMY_RYKKER","Jaremy Rykker",3,6,"Male","None","None","Military_Knight",0,0,0,"JEOR"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"JEOR"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"JEOR"
"MAESTER_AEMON","Aemon Targaryen",10,84,"Male","Essos","None","Religion_Academic",0,0,0,"JEOR"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"JEOR"
"OTHELL_YARWYCK","Othell Yarwyck",6,24,"Male","None","Minor_Houses","Military_Knight",0,0,1,"JEOR"
"OTHOR","Othor",4,15,"Male","None","None","None",0,0,0,"JEOR"
"PYP","Pypar",16,183,"Male","None","None","None",0,0,1,"JEOR"
"RAST","Rast",12,110,"Male","None","None","None",0,0,0,"JEOR"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"JEOR"
"SAM","Samwell Tarly",22,611,"Male","Westeros_South","Minor_Houses","None",0,2,1,"JEOR"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"JEOR"
"CRASTER","Craster",10,114,"Male","North_and_Wildlings","None","None",0,0,0,"JEOR"
"EDDISON_TOLLETT","Eddison Tollett",8,119,"Male","Westeros_South","None","Military_Knight",0,0,1,"JEOR"
"QHORIN","Qhorin",6,136,"Male","None","None","None",0,0,0,"JEOR"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"JOFFREY"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"JOFFREY"
"BAELOR","Baelor I",9,30,"Male","None","None","Royalty",1,0,0,"JOFFREY"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"JOFFREY"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"JOFFREY"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"JOFFREY"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"JOFFREY"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"JOFFREY"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"JOFFREY"
"ILYN_PAYNE","Ilyn Payne",13,60,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"JOFFREY"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"JOFFREY"
"JANOS","Janos Slynt",13,104,"Male","None","Minor_Houses","Military_Knight",0,0,0,"JOFFREY"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"JOFFREY"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"JOFFREY"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"JOFFREY"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"JOFFREY"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"JOFFREY"
"MARILLION","Marillion",7,34,"Male","None","None","None",0,0,0,"JOFFREY"
"MERYN_TRANT","Meryn Trant",16,161,"Male","None","Minor_Houses","Military_Knight",0,0,1,"JOFFREY"
"MYCAH","Mycah",4,24,"Male","Westeros_South","None","None",0,0,0,"JOFFREY"
"MYRCELLA","Myrcella Baratheon",10,57,"Female","None","Great_Houses","Royalty",1,0,1,"JOFFREY"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"JOFFREY"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"JOFFREY"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"JOFFREY"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"JOFFREY"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"JOFFREY"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"JOFFREY"
"SEPTA_MORDANE","Mordane",6,95,"Female","None","Great_Houses","Religion_Academic",0,0,0,"JOFFREY"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"JOFFREY"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"JOFFREY"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"JOFFREY"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"JOFFREY"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"JOFFREY"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"JOFFREY"
"WILL","Will",8,25,"Male","None","None","None",0,1,0,"JOFFREY"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"JOFFREY"
"BOROS","Boros Blount",2,4,"Male","None","Minor_Houses","Military_Knight",0,0,1,"JOFFREY"
"DAISY","Daisy",2,24,"Female","Westeros_South","None","None",0,0,0,"JOFFREY"
"DAVOS","Davos Seaworth",20,517,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"JOFFREY"
"DONTOS","Dontos Hollard",3,19,"Male","None","Minor_Houses","Military_Knight",0,0,0,"JOFFREY"
"MANDON","Mandon Moore",4,21,"Male","Westeros_South","Minor_Houses","Military_Knight",0,0,0,"JOFFREY"
"MARGAERY","Margaery Tyrell",17,331,"Female","Westeros_South","Great_Houses","Royalty",1,0,1,"JOFFREY"
"MATTHOS","Matthos Seaworth",9,109,"Male","None","Minor_Houses","None",0,0,0,"JOFFREY"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"JOFFREY"
"OLENNA","Olenna Redwyne",15,217,"Female","None","Minor_Houses","Nobility",1,0,1,"JOFFREY"
"ALLISER_THORNE","Alliser Thorne",8,73,"Male","None","Minor_Houses","Military_Knight",0,0,1,"JON"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"JON"
"BENJEN","Benjen Stark",10,84,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,0,1,"JON"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"JON"
"BRANDON_STARK","Brandon Stark",6,17,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"JON"
